file,bugChurn,rank
org.apache.accumulo.core.client.impl.ThriftTransportPool_java,2,177
org.apache.accumulo.server.conf.ServerConfiguration_java,2,177
org.apache.accumulo.server.util.RestoreZookeeper_java,2,177
org.apache.accumulo.tserver.tablet.CompactionRunner_java,2,177
org.apache.accumulo.core.conf.ConfigurationDocGen_java,2,177
org.apache.accumulo.server.util.ListInstances_java,2,177
org.apache.accumulo.tserver.MinorCompactionReason_java,2,177
org.apache.accumulo.core.client.mapred.AccumuloFileOutputFormat_java,2,177
org.apache.accumulo.core.security.VisibilityEvaluator_java,2,177
org.apache.accumulo.core.client.mapreduce.AccumuloMultiTableInputFormat_java,2,177
org.apache.accumulo.master.replication.MasterReplicationCoordinator_java,2,177
org.apache.accumulo.server.GarbageCollectionLogger_java,2,177
org.apache.accumulo.server.conf.TableConfWatcher_java,2,177
org.apache.accumulo.core.file.rfile.RFile_java,2,177
org.apache.accumulo.core.security.crypto.NonCachingSecretKeyEncryptionStrategy_java,2,177
org.apache.accumulo.gc.replication.CloseWriteAheadLogReferences_java,1,200
org.apache.accumulo.master.replication.RemoveCompleteReplicationRecords_java,1,200
org.apache.accumulo.tserver.TabletStatsKeeper_java,1,200
org.apache.accumulo.tserver.tablet.CompactionWatcher_java,1,200
org.apache.accumulo.core.security.crypto.CryptoModuleFactory_java,1,200
org.apache.accumulo.core.cli.BatchWriterOpts_java,1,200
org.apache.accumulo.proxy.Proxy_java,1,200
org.apache.accumulo.server.tablets.TabletTime_java,1,200
org.apache.accumulo.monitor.servlets.BasicServlet_java,1,200
org.apache.accumulo.shell.commands.ScanCommand_java,1,200
