file,bugChurn,rank
org.apache.accumulo.server.client.ClientServiceHandler_java,69,36
org.apache.accumulo.core.client.impl.TabletLocator_java,66,37
org.apache.accumulo.core.client.impl.ThriftScanner_java,64,38
org.apache.accumulo.proxy.Proxy_java,63,39
org.apache.accumulo.core.cli.ClientOpts_java,63,39
org.apache.accumulo.server.master.recovery.MapRLogCloser_java,62,41
org.apache.accumulo.server.zookeeper.TransactionWatcher_java,60,42
org.apache.accumulo.core.client.AccumuloSecurityException_java,56,43
org.apache.accumulo.start.classloader.AccumuloClassLoader_java,56,43
org.apache.accumulo.core.client.impl.ServerClient_java,53,45
org.apache.accumulo.core.util.FastFormat_java,51,46
org.apache.accumulo.fate.zookeeper.ZooReaderWriter_java,44,47
org.apache.accumulo.fate.ZooStore_java,43,48
org.apache.accumulo.core.zookeeper.ZooUtil_java,43,48
org.apache.accumulo.fate.zookeeper.ZooUtil_java,42,50
org.apache.accumulo.fate.zookeeper.ZooReader_java,39,51
org.apache.accumulo.core.util.ComparablePair_java,38,52
org.apache.accumulo.core.client.security.tokens.AuthenticationToken_java,37,53
org.apache.accumulo.server.iterators.MetadataBulkLoadFilter_java,36,54
org.apache.accumulo.core.file.rfile.RelativeKey_java,36,54
org.apache.accumulo.core.iterators.IteratorUtil_java,34,56
org.apache.accumulo.core.client.mapreduce.AccumuloInputFormat_java,34,56
org.apache.accumulo.core.client.mapreduce.AccumuloRowInputFormat_java,32,58
org.apache.accumulo.core.client.mock.MockTable_java,31,59
org.apache.accumulo.core.tabletserver.thrift.TabletClientService_java,30,60
org.apache.accumulo.core.client.impl.MasterClient_java,30,60
org.apache.accumulo.server.util.time.SimpleTimer_java,29,62
org.apache.accumulo.core.client.impl.TabletServerBatchReaderIterator_java,29,62
org.apache.accumulo.server.security.handler.ZKPermHandler_java,28,64
org.apache.accumulo.core.iterators.Combiner_java,27,65
org.apache.accumulo.core.client.mock.MockConnector_java,26,66
org.apache.accumulo.core.iterators.OrIterator_java,26,66
org.apache.accumulo.server.master.recovery.LogCloser_java,26,66
org.apache.accumulo.core.client.mock.MockInstance_java,26,66
org.apache.accumulo.core.iterators.DebugIterator_java,24,70
org.apache.accumulo.server.util.FindOfflineTablets_java,24,70
org.apache.accumulo.core.client.impl.TabletServerBatchWriter_java,24,70
org.apache.accumulo.core.client.MutationsRejectedException_java,24,70
org.apache.accumulo.fate.AdminUtil_java,22,74
org.apache.accumulo.server.master.balancer.DefaultLoadBalancer_java,22,74
org.apache.accumulo.core.client.impl.Tables_java,20,76
org.apache.accumulo.core.iterators.user.LargeRowFilter_java,19,77
org.apache.accumulo.core.iterators.WrappingIterator_java,18,78
org.apache.accumulo.server.data.ServerMutation_java,17,79
org.apache.accumulo.core.cli.ClientOnDefaultTable_java,17,79
org.apache.accumulo.core.client.impl.Writer_java,17,79
org.apache.accumulo.core.cli.ClientOnRequiredTable_java,16,82
org.apache.accumulo.core.util.Pair_java,15,83
org.apache.accumulo.server.master.state.ZooTabletStateStore_java,14,84
org.apache.accumulo.core.iterators.user.IndexedDocIterator_java,14,84
org.apache.accumulo.core.iterators.SortedKeyValueIterator_java,14,84
org.apache.accumulo.server.Accumulo_java,13,87
org.apache.accumulo.core.client.mock.MockAccumulo_java,13,87
org.apache.accumulo.core.client.impl.TimeoutTabletLocator_java,13,87
org.apache.accumulo.core.file.rfile.bcfile.PrintInfo_java,12,90
org.apache.accumulo.core.client.mapred.AccumuloInputFormat_java,12,90
org.apache.accumulo.core.client.lexicoder.ULongLexicoder_java,12,90
org.apache.accumulo.server.util.VerifyTabletAssignments_java,12,90
org.apache.accumulo.core.Constants_java,12,90
org.apache.accumulo.core.client.lexicoder.PairLexicoder_java,12,90
org.apache.accumulo.core.data.ArrayByteSequence_java,11,96
org.apache.accumulo.core.client.impl.ConnectorImpl_java,11,96
org.apache.accumulo.core.client.mock.MockInstanceOperations_java,11,96
org.apache.accumulo.core.file.rfile.RFileOperations_java,11,96
org.apache.accumulo.core.client.mapreduce.lib.util.InputConfigurator_java,11,96
org.apache.accumulo.server.conf.TableConfiguration_java,10,101
org.apache.accumulo.server.conf.ZooConfiguration_java,10,101
org.apache.accumulo.core.util.Merge_java,10,101
org.apache.accumulo.core.client.security.tokens.PasswordToken_java,10,101
org.apache.accumulo.core.client.mapred.AccumuloRowInputFormat_java,10,101
org.apache.accumulo.core.iterators.user.SummingArrayCombiner_java,9,106
org.apache.accumulo.core.iterators.user.VersioningIterator_java,9,106
org.apache.accumulo.fate.TStore_java,9,106
org.apache.accumulo.server.master.balancer.TableLoadBalancer_java,9,106
org.apache.accumulo.core.iterators.user.ColumnAgeOffFilter_java,9,106
org.apache.accumulo.core.iterators.TypedValueCombiner_java,9,106
org.apache.accumulo.core.iterators.LongCombiner_java,9,106
org.apache.accumulo.core.client.admin.InstanceOperations_java,9,106
org.apache.accumulo.core.master.thrift.MasterClientService_java,8,114
org.apache.accumulo.core.conf.AccumuloConfiguration_java,8,114
org.apache.accumulo.core.tabletserver.thrift.ActiveScan_java,8,114
org.apache.accumulo.server.util.LocalityCheck_java,8,114
org.apache.accumulo.core.client.BatchWriter_java,8,114
org.apache.accumulo.core.iterators.system.VisibilityFilter_java,8,114
org.apache.accumulo.core.master.thrift.MasterMonitorInfo_java,8,114
org.apache.accumulo.core.client.impl.RootTabletLocator_java,7,121
org.apache.accumulo.server.util.FileSystemMonitor_java,7,121
org.apache.accumulo.server.master.balancer.TabletBalancer_java,7,121
org.apache.accumulo.core.client.mapreduce.lib.partition.RangePartitioner_java,7,121
org.apache.accumulo.core.util.SimpleThreadPool_java,7,121
org.apache.accumulo.core.iterators.user.AgeOffFilter_java,7,121
org.apache.accumulo.core.iterators.Filter_java,6,127
org.apache.accumulo.core.client.impl.OfflineScanner_java,6,127
org.apache.accumulo.core.client.impl.ScannerIterator_java,6,127
org.apache.accumulo.core.master.thrift.TabletServerStatus_java,6,127
org.apache.accumulo.core.client.lexicoder.BigIntegerLexicoder_java,6,127
org.apache.accumulo.fate.zookeeper.ZooSession_java,6,127
org.apache.accumulo.core.client.mapreduce.lib.partition.KeyRangePartitioner_java,6,127
org.apache.accumulo.core.client.lexicoder.UIntegerLexicoder_java,6,127
org.apache.accumulo.server.zookeeper.ZooReaderWriter_java,5,135
org.apache.accumulo.core.data.thrift.MultiScanResult_java,4,136
org.apache.accumulo.fate.zookeeper.IZooReaderWriter_java,4,136
org.apache.accumulo.core.conf.PropertyType_java,4,136
org.apache.accumulo.start.classloader.vfs.AccumuloVFSClassLoader_java,4,136
org.apache.accumulo.core.iterators.OptionDescriber_java,4,136
org.apache.accumulo.core.client.lexicoder.UUIDLexicoder_java,4,136
org.apache.accumulo.core.data.thrift.UpdateErrors_java,4,136
org.apache.accumulo.core.tabletserver.thrift.TIteratorSetting_java,4,136
org.apache.accumulo.core.client.mock.MockScanner_java,4,136
org.apache.accumulo.server.util.CleanZookeeper_java,4,136
org.apache.accumulo.server.util.ChangeSecret_java,3,146
org.apache.accumulo.core.client.lexicoder.ListLexicoder_java,2,147
org.apache.accumulo.core.client.lexicoder.ReverseLexicoder_java,2,147
org.apache.accumulo.server.master.state.TabletStateChangeIterator_java,2,147
org.apache.accumulo.core.util.format.BinaryFormatter_java,2,147
org.apache.accumulo.start.classloader.vfs.ContextManager_java,2,147
org.apache.accumulo.core.client.lexicoder.Lexicoder_java,2,147
org.apache.accumulo.core.client.lexicoder.IntegerLexicoder_java,2,147
org.apache.accumulo.core.client.lexicoder.Encoder_java,2,147
org.apache.accumulo.core.client.lexicoder.TextLexicoder_java,2,147
org.apache.accumulo.core.client.lexicoder.LongLexicoder_java,2,147
org.apache.accumulo.core.client.lexicoder.BytesLexicoder_java,2,147
org.apache.accumulo.core.client.impl.ScannerOptions_java,2,147
org.apache.accumulo.fate.zookeeper.IZooReader_java,2,147
org.apache.accumulo.core.client.lexicoder.StringLexicoder_java,2,147
org.apache.accumulo.fate.zookeeper.TransactionWatcher_java,2,147
org.apache.accumulo.core.iterators.AggregatingIterator_java,2,147
org.apache.accumulo.server.master.state.ZooStore_java,2,147
org.apache.accumulo.core.client.lexicoder.DateLexicoder_java,2,147
org.apache.accumulo.server.util.ZooZap_java,2,147
org.apache.accumulo.core.iterators.SortedKeyIterator_java,2,147
org.apache.accumulo.core.file.rfile.bcfile.BCFile_java,2,147
org.apache.accumulo.server.security.handler.ZKAuthenticator_java,2,147
org.apache.accumulo.core.client.lexicoder.DoubleLexicoder_java,2,147
org.apache.accumulo.core.client.security.tokens.NullToken_java,1,170
