file,bugChurn,rank
org.apache.accumulo.harness.conf.StandaloneAccumuloClusterConfiguration_java,32,78
org.apache.accumulo.core.data.TabletId_java,31,80
org.apache.accumulo.core.trace.ProbabilitySampler_java,30,81
org.apache.accumulo.server.security.SecurityOperation_java,30,81
org.apache.accumulo.core.volume.VolumeImpl_java,30,81
org.apache.accumulo.start.classloader.AccumuloClassLoader_java,29,84
org.apache.accumulo.core.client.lexicoder.DateLexicoder_java,27,85
org.apache.accumulo.server.watcher.Log4jConfiguration_java,27,85
org.apache.accumulo.monitor.servlets.trace.ListType_java,26,87
org.apache.accumulo.proxy.ProxyServer_java,26,87
org.apache.accumulo.core.file.blockfile.cache.LruBlockCache_java,24,89
org.apache.accumulo.core.client.MutationsRejectedException_java,24,89
org.apache.accumulo.monitor.servlets.ScanServlet_java,23,91
org.apache.accumulo.server.replication.ReplicationUtil_java,23,91
org.apache.accumulo.tserver.replication.ReplicationProcessor_java,22,93
org.apache.accumulo.server.zookeeper.ZooReaderWriterFactory_java,22,93
org.apache.accumulo.fate.zookeeper.ZooCache_java,22,93
org.apache.accumulo.monitor.EmbeddedWebServer_java,22,93
org.apache.accumulo.core.client.ScannerBase_java,21,97
org.apache.accumulo.master.tableOps.CompactRange_java,21,97
org.apache.accumulo.core.client.mapreduce.impl.BatchInputSplit_java,21,97
org.apache.accumulo.fate.zookeeper.ZooQueueLock_java,20,100
org.apache.accumulo.fate.zookeeper.IZooReader_java,20,100
org.apache.accumulo.shell.ShellOptionsJC_java,19,102
org.apache.accumulo.tracer.TraceDump_java,19,102
org.apache.accumulo.server.Accumulo_java,18,104
org.apache.accumulo.cluster.ClusterControl_java,18,104
org.apache.accumulo.master.MasterClientServiceHandler_java,18,104
org.apache.accumulo.minicluster.MiniAccumuloCluster_java,18,104
org.apache.accumulo.server.client.BulkImporter_java,18,104
org.apache.accumulo.server.replication.ReplicaSystemHelper_java,18,104
org.apache.accumulo.server.ServerConstants_java,18,104
org.apache.accumulo.proxy.Proxy_java,17,111
org.apache.accumulo.core.client.lexicoder.ListLexicoder_java,16,112
org.apache.accumulo.core.iterators.user.BigDecimalCombiner_java,16,112
org.apache.accumulo.tserver.tablet.MinorCompactionTask_java,16,112
org.apache.accumulo.core.client.lexicoder.IntegerLexicoder_java,16,112
org.apache.accumulo.core.client.lexicoder.BigIntegerLexicoder_java,16,112
org.apache.accumulo.core.client.lexicoder.UUIDLexicoder_java,16,112
org.apache.accumulo.core.client.lexicoder.ULongLexicoder_java,16,112
org.apache.accumulo.core.client.lexicoder.StringLexicoder_java,16,112
org.apache.accumulo.core.client.lexicoder.UIntegerLexicoder_java,16,112
org.apache.accumulo.core.client.lexicoder.PairLexicoder_java,16,112
org.apache.accumulo.master.tableOps.Utils_java,16,112
org.apache.accumulo.core.client.lexicoder.TextLexicoder_java,16,112
org.apache.accumulo.server.tables.TableManager_java,16,112
org.apache.accumulo.core.client.lexicoder.DoubleLexicoder_java,16,112
org.apache.accumulo.server.util.ReplicationTableUtil_java,15,126
org.apache.accumulo.minicluster.impl.MiniAccumuloConfigImpl_java,15,126
org.apache.accumulo.server.security.delegation.ZooAuthenticationKeyDistributor_java,15,126
org.apache.accumulo.core.data.Key_java,14,129
org.apache.accumulo.master.TabletGroupWatcher_java,14,129
org.apache.accumulo.core.rpc.SaslConnectionParams_java,14,129
org.apache.accumulo.server.security.delegation.ZooAuthenticationKeyWatcher_java,14,129
org.apache.accumulo.core.client.security.tokens.KerberosToken_java,13,133
org.apache.accumulo.server.security.handler.KerberosAuthenticator_java,13,133
org.apache.accumulo.core.client.impl.ActiveScanImpl_java,13,133
org.apache.accumulo.master.tableOps.CloneTable_java,13,133
org.apache.accumulo.minicluster.MiniAccumuloInstance_java,12,137
org.apache.accumulo.server.client.ClientServiceHandler_java,12,137
org.apache.accumulo.master.replication.WorkMaker_java,12,137
org.apache.accumulo.core.client.impl.TabletServerBatchReaderIterator_java,12,137
org.apache.accumulo.server.master.state.CurrentState_java,11,141
org.apache.accumulo.core.client.impl.NamespaceOperationsImpl_java,11,141
org.apache.accumulo.harness.MiniClusterHarness_java,11,141
org.apache.accumulo.tserver.replication.ReplicationWorker_java,11,141
org.apache.accumulo.master.replication.ReplicationDriver_java,10,145
org.apache.accumulo.core.client.admin.CompactionStrategyConfig_java,10,145
org.apache.accumulo.start.classloader.vfs.AccumuloVFSClassLoader_java,9,147
org.apache.accumulo.trace.instrument.Trace_java,9,147
org.apache.accumulo.core.client.admin.CompactionConfig_java,9,147
org.apache.accumulo.core.client.impl.CompactionStrategyConfigUtil_java,9,147
org.apache.accumulo.master.replication.RemoveCompleteReplicationRecords_java,8,151
org.apache.accumulo.server.util.TabletIterator_java,8,151
org.apache.accumulo.core.util.ThriftMessageUtil_java,8,151
org.apache.accumulo.core.client.impl.TabletServerBatchWriter_java,8,151
org.apache.accumulo.core.client.impl.ThriftTransportKey_java,8,151
org.apache.accumulo.core.client.impl.ActiveCompactionImpl_java,8,151
org.apache.accumulo.server.security.handler.ZKAuthorizor_java,8,151
org.apache.accumulo.tserver.NativeMap_java,8,151
org.apache.accumulo.server.zookeeper.ZooQueueLock_java,8,151
org.apache.accumulo.core.rpc.ThriftUtil_java,8,151
org.apache.accumulo.core.iterators.SortedKeyValueIterator_java,8,151
org.apache.accumulo.master.tableOps.CopyFailed_java,7,162
org.apache.accumulo.server.security.AuditedSecurityOperation_java,7,162
org.apache.accumulo.server.fs.VolumeUtil_java,7,162
org.apache.accumulo.server.security.delegation.AuthenticationTokenSecretManager_java,7,162
org.apache.accumulo.core.client.BatchWriterConfig_java,7,162
org.apache.accumulo.server.master.state.MetaDataTableScanner_java,6,167
org.apache.accumulo.tserver.scan.NextBatchTask_java,6,167
org.apache.accumulo.server.fs.VolumeManagerImpl_java,6,167
org.apache.accumulo.core.client.impl.ThriftTransportPool_java,6,167
org.apache.accumulo.master.tableOps.LoadFiles_java,6,167
org.apache.accumulo.master.tableOps.BulkImport_java,6,167
org.apache.accumulo.fate.zookeeper.ZooLock_java,5,173
org.apache.accumulo.minicluster.MiniAccumuloConfig_java,5,173
org.apache.accumulo.master.tableOps.MapImportFileNames_java,5,173
org.apache.accumulo.master.tableOps.MoveExportedFiles_java,5,173
org.apache.accumulo.core.client.mapreduce.lib.impl.InputConfigurator_java,5,173
org.apache.accumulo.fate.zookeeper.ZooReservation_java,5,173
org.apache.accumulo.master.tableOps.PopulateMetadataTable_java,5,173
org.apache.accumulo.server.fs.PreferredVolumeChooser_java,5,173
org.apache.accumulo.core.Constants_java,5,173
org.apache.accumulo.master.tableOps.TableRangeOpWait_java,5,173
org.apache.accumulo.core.client.mapreduce.AccumuloFileOutputFormat_java,5,173
org.apache.accumulo.core.client.impl.TabletLocator_java,4,184
org.apache.accumulo.server.util.SendLogToChainsaw_java,4,184
org.apache.accumulo.server.util.FileUtil_java,4,184
org.apache.accumulo.core.client.admin.ActiveScan_java,4,184
org.apache.accumulo.master.tableOps.ClonePermissions_java,4,184
org.apache.accumulo.tserver.ConditionalMutationSet_java,4,184
org.apache.accumulo.master.tableOps.CreateImportDir_java,4,184
org.apache.accumulo.core.metadata.MetadataLocationObtainer_java,4,184
org.apache.accumulo.cluster.ClusterUser_java,4,184
org.apache.accumulo.core.client.security.tokens.DelegationToken_java,4,184
org.apache.accumulo.master.replication.UnorderedWorkAssigner_java,4,184
org.apache.accumulo.core.client.ZooKeeperInstance_java,4,184
org.apache.accumulo.master.tableOps.SetupNamespacePermissions_java,4,184
org.apache.accumulo.server.util.CleanZookeeper_java,4,184
org.apache.accumulo.server.log.SortedLogState_java,4,184
org.apache.accumulo.monitor.servlets.DefaultServlet_java,4,184
org.apache.accumulo.master.tableOps.SetupPermissions_java,4,184
org.apache.accumulo.core.client.security.tokens.CredentialProviderToken_java,4,184
org.apache.accumulo.master.replication.FinishedWorkUpdater_java,4,184
org.apache.accumulo.shell.commands.InsertCommand_java,4,184
org.apache.accumulo.core.client.admin.ActiveCompaction_java,4,184
org.apache.accumulo.server.util.RandomizeVolumes_java,3,205
org.apache.accumulo.core.client.mapreduce.InputFormatBase_java,3,205
org.apache.accumulo.core.client.admin.TableOperations_java,3,205
org.apache.accumulo.master.tableOps.CreateTable_java,3,205
org.apache.accumulo.master.tableOps.MasterRepo_java,3,205
org.apache.accumulo.core.trace.CountSampler_java,3,205
org.apache.accumulo.core.util.NamingThreadFactory_java,3,205
org.apache.accumulo.server.util.AccumuloStatus_java,3,205
org.apache.accumulo.core.trace.Trace_java,3,205
org.apache.accumulo.master.tableOps.TableRangeOp_java,3,205
org.apache.accumulo.tserver.tablet.DatafileManager_java,3,205
org.apache.accumulo.core.client.mapreduce.AccumuloMultiTableInputFormat_java,3,205
org.apache.accumulo.core.trace.DistributedTrace_java,3,205
org.apache.accumulo.core.replication.ReplicationTable_java,3,205
org.apache.accumulo.core.client.lexicoder.AbstractEncoder_java,2,219
org.apache.accumulo.tserver.compaction.EverythingCompactionStrategy_java,2,219
org.apache.accumulo.server.tablets.UniqueNameAllocator_java,2,219
org.apache.accumulo.core.conf.PropertyType_java,2,219
org.apache.accumulo.tserver.tablet.ScanBatch_java,2,219
org.apache.accumulo.master.tableOps.RenameTable_java,2,219
org.apache.accumulo.server.AccumuloServerContext_java,2,219
org.apache.accumulo.minicluster.ServerType_java,2,219
org.apache.accumulo.tserver.ActiveAssignmentRunnable_java,2,219
org.apache.accumulo.monitor.util.celltypes.NumberType_java,2,219
org.apache.accumulo.harness.conf.AccumuloMiniClusterConfiguration_java,2,219
org.apache.accumulo.master.tableOps.RenameNamespace_java,2,219
org.apache.accumulo.server.util.RestoreZookeeper_java,2,219
org.apache.accumulo.core.util.MonitorUtil_java,2,219
org.apache.accumulo.tserver.log.LogSorter_java,2,219
org.apache.accumulo.core.data.KeyExtent_java,2,219
org.apache.accumulo.server.replication.StatusUtil_java,2,219
org.apache.accumulo.monitor.servlets.MasterServlet_java,2,219
org.apache.accumulo.master.util.FateAdmin_java,2,219
org.apache.accumulo.cluster.RemoteShellOptions_java,2,219
org.apache.accumulo.server.master.tableOps.UserCompactionConfig_java,1,239
