file,bugChurn,rank
org.apache.accumulo.monitor.servlets.DefaultServlet_java,56,55
org.apache.accumulo.core.util.ByteBufferUtil_java,55,56
org.apache.accumulo.start.classloader.vfs.AccumuloReloadingVFSClassLoader_java,54,57
org.apache.accumulo.master.tableOps.DeleteTable_java,54,57
org.apache.accumulo.proxy.Proxy_java,54,57
org.apache.accumulo.master.FateServiceHandler_java,53,60
org.apache.accumulo.server.conf.ZooConfiguration_java,48,61
org.apache.accumulo.core.client.ZooKeeperInstance_java,48,61
org.apache.accumulo.core.client.impl.TimeoutTabletLocator_java,48,61
org.apache.accumulo.gc.SimpleGarbageCollector_java,47,64
org.apache.accumulo.core.file.rfile.RFile_java,47,64
org.apache.accumulo.tserver.log.DfsLogger_java,46,66
org.apache.accumulo.core.file.blockfile.impl.CachableBlockFile_java,44,67
org.apache.accumulo.server.Accumulo_java,43,68
org.apache.accumulo.master.replication.SequentialWorkAssigner_java,43,68
org.apache.accumulo.core.iterators.IteratorUtil_java,42,70
org.apache.accumulo.core.util.format.BinaryFormatter_java,41,71
org.apache.accumulo.master.MasterClientServiceHandler_java,40,72
org.apache.accumulo.core.file.rfile.VisMetricsGatherer_java,40,72
org.apache.accumulo.core.client.impl.ConditionalWriterImpl_java,40,72
org.apache.accumulo.shell.commands.SetShellIterCommand_java,38,75
org.apache.accumulo.server.client.BulkImporter_java,38,75
org.apache.accumulo.core.iterators.system.DeletingIterator_java,37,77
org.apache.accumulo.server.client.HdfsZooInstance_java,36,78
org.apache.accumulo.shell.ShellOptionsJC_java,36,78
org.apache.accumulo.core.util.LocalityGroupUtil_java,34,80
org.apache.accumulo.tserver.InMemoryMap_java,34,80
org.apache.accumulo.core.conf.ConfigurationCopy_java,32,82
org.apache.accumulo.fate.ZooStore_java,31,83
org.apache.accumulo.master.tableOps.CompactRange_java,30,84
org.apache.accumulo.fate.zookeeper.ZooUtil_java,30,84
org.apache.accumulo.master.tableOps.BulkImport_java,29,86
org.apache.accumulo.server.util.SystemPropUtil_java,28,87
org.apache.accumulo.server.util.Admin_java,27,88
org.apache.accumulo.server.util.ZooZap_java,27,88
org.apache.accumulo.core.client.impl.ClientContext_java,26,90
org.apache.accumulo.minicluster.impl.MiniAccumuloClusterImpl_java,26,90
org.apache.accumulo.minicluster.MiniAccumuloInstance_java,25,92
org.apache.accumulo.server.master.balancer.ChaoticLoadBalancer_java,25,92
org.apache.accumulo.core.iterators.CombinerTestUtil_java,23,94
org.apache.accumulo.server.client.ClientServiceHandler_java,22,95
org.apache.accumulo.tracer.TraceFormatter_java,22,95
org.apache.accumulo.master.tableOps.Utils_java,22,95
org.apache.accumulo.minicluster.impl.ProcessReference_java,22,95
org.apache.accumulo.server.tables.TableManager_java,22,95
org.apache.accumulo.core.client.impl.TabletServerBatchWriter_java,21,100
org.apache.accumulo.master.tableOps.CancelCompactions_java,21,100
org.apache.accumulo.master.tableOps.TableRangeOp_java,21,100
org.apache.accumulo.core.client.impl.ThriftScanner_java,21,100
org.apache.accumulo.master.tableOps.ChangeTableState_java,20,104
org.apache.accumulo.fate.zookeeper.ZooReader_java,20,104
org.apache.accumulo.core.util.HostAndPort_java,20,104
org.apache.accumulo.maven.plugin.StartMojo_java,20,104
org.apache.accumulo.tserver.CompactionQueue_java,20,104
org.apache.accumulo.core.client.security.tokens.KerberosToken_java,19,109
org.apache.accumulo.master.tableOps.RenameTable_java,19,109
org.apache.accumulo.master.tableOps.CloneTable_java,19,109
org.apache.accumulo.core.metadata.schema.DataFileValue_java,18,112
org.apache.accumulo.server.replication.StatusFormatter_java,18,112
org.apache.accumulo.start.classloader.vfs.AccumuloVFSClassLoader_java,17,114
org.apache.accumulo.tserver.tablet.Compactor_java,17,114
org.apache.accumulo.server.init.Initialize_java,16,116
org.apache.accumulo.core.rpc.SslConnectionParams_java,16,116
org.apache.accumulo.server.master.state.TabletStateChangeIterator_java,16,116
org.apache.accumulo.core.client.impl.TabletServerBatchReaderIterator_java,16,116
org.apache.accumulo.tserver.tablet.ScanOptions_java,16,116
org.apache.accumulo.gc.GarbageCollectionAlgorithm_java,16,116
org.apache.accumulo.core.conf.DefaultConfiguration_java,15,122
org.apache.accumulo.core.client.mock.MockConfiguration_java,15,122
org.apache.accumulo.proxy.thrift.SystemPermission_java,14,124
org.apache.accumulo.minicluster.MiniAccumuloRunner_java,14,124
org.apache.accumulo.maven.plugin.AbstractAccumuloMojo_java,14,124
org.apache.accumulo.monitor.EmbeddedWebServer_java,14,124
org.apache.accumulo.master.tableOps.CompactionDriver_java,14,124
org.apache.accumulo.core.data.Range_java,14,124
org.apache.accumulo.server.conf.ZooConfigurationFactory_java,13,130
org.apache.accumulo.core.file.rfile.PrintInfo_java,13,130
org.apache.accumulo.tserver.tablet.ScanDataSource_java,13,130
org.apache.accumulo.core.client.security.tokens.AuthenticationToken_java,12,133
org.apache.accumulo.cluster.standalone.StandaloneAccumuloCluster_java,12,133
org.apache.accumulo.core.client.impl.TabletLocator_java,12,133
org.apache.accumulo.core.data.ArrayByteSequence_java,12,133
org.apache.accumulo.master.tableOps.FinishCancelCompaction_java,12,133
org.apache.accumulo.start.spi.KeywordExecutable_java,11,138
org.apache.accumulo.shell.format.DeleterFormatter_java,11,138
org.apache.accumulo.core.data.Mutation_java,11,138
org.apache.accumulo.tserver.MemKey_java,10,141
org.apache.accumulo.core.client.impl.ReplicationClient_java,10,141
org.apache.accumulo.core.util.Merge_java,10,141
org.apache.accumulo.server.security.SecurityOperation_java,10,141
org.apache.accumulo.fate.Fate_java,10,141
org.apache.accumulo.proxy.ProxyServer_java,10,141
org.apache.accumulo.minicluster.impl.MiniAccumuloClusterControl_java,10,141
org.apache.accumulo.shell.commands.ActiveScanIterator_java,9,148
org.apache.accumulo.server.security.handler.KerberosAuthenticator_java,9,148
org.apache.accumulo.core.util.Classpath_java,9,148
org.apache.accumulo.master.tserverOps.ShutdownTServer_java,9,148
org.apache.accumulo.core.conf.ConfigSanityCheck_java,9,148
org.apache.accumulo.core.rpc.SaslConnectionParams_java,9,148
org.apache.accumulo.harness.conf.StandaloneAccumuloClusterConfiguration_java,9,148
org.apache.accumulo.core.iterators.user.ColumnAgeOffFilter_java,9,148
org.apache.accumulo.master.tableOps.TableRangeOpWait_java,9,148
org.apache.accumulo.core.util.UnsynchronizedBuffer_java,8,157
org.apache.accumulo.tserver.TabletServerResourceManager_java,8,157
org.apache.accumulo.core.util.ThriftMessageUtil_java,8,157
org.apache.accumulo.core.security.crypto.CryptoModuleParameters_java,8,157
org.apache.accumulo.core.util.format.FormatterFactory_java,8,157
org.apache.accumulo.core.util.format.HexFormatter_java,8,157
org.apache.accumulo.server.master.LiveTServerSet_java,8,157
org.apache.accumulo.tserver.tablet.Tablet_java,8,157
org.apache.accumulo.tserver.session.Session_java,7,165
org.apache.accumulo.master.MasterExecutable_java,7,165
org.apache.accumulo.server.util.ZooKeeperMain_java,7,165
org.apache.accumulo.core.util.Version_java,7,165
org.apache.accumulo.gc.GCExecutable_java,7,165
org.apache.accumulo.server.util.Info_java,7,165
org.apache.accumulo.monitor.MonitorExecutable_java,7,165
org.apache.accumulo.master.tableOps.ExportTable_java,7,165
org.apache.accumulo.core.client.mock.MockScannerBase_java,7,165
org.apache.accumulo.tracer.TracerExecutable_java,7,165
org.apache.accumulo.minicluster.impl.MiniClusterExecutable_java,7,165
org.apache.accumulo.fate.zookeeper.ZooReaderWriter_java,7,165
org.apache.accumulo.tserver.TServerExecutable_java,7,165
org.apache.accumulo.server.util.MetadataTableUtil_java,6,178
org.apache.accumulo.maven.plugin.StopMojo_java,6,178
org.apache.accumulo.core.client.mapreduce.AbstractInputFormat_java,6,178
org.apache.accumulo.shell.commands.GetSplitsCommand_java,6,178
org.apache.accumulo.gc.GarbageCollectionEnvironment_java,6,178
org.apache.accumulo.tserver.tablet.CommitSession_java,6,178
org.apache.accumulo.tserver.TabletMutations_java,6,178
org.apache.accumulo.core.client.mapred.AbstractInputFormat_java,6,178
org.apache.accumulo.cluster.AccumuloCluster_java,6,178
org.apache.accumulo.core.file.rfile.RFileOperations_java,6,178
org.apache.accumulo.core.file.rfile.bcfile.Compression_java,6,178
org.apache.accumulo.server.master.state.CurrentState_java,5,189
org.apache.accumulo.server.util.DefaultMap_java,5,189
org.apache.accumulo.shell.commands.DeleteManyCommand_java,5,189
org.apache.accumulo.core.util.Help_java,5,189
org.apache.accumulo.server.fs.VolumeManagerImpl_java,5,189
org.apache.accumulo.server.conf.NamespaceConfiguration_java,5,189
org.apache.accumulo.core.client.rfile.RFileScanner_java,5,189
org.apache.accumulo.core.constraints.Constraint_java,5,189
org.apache.accumulo.core.file.rfile.bcfile.MetaBlockDoesNotExist_java,5,189
org.apache.accumulo.server.conf.TableConfiguration_java,5,189
org.apache.accumulo.core.client.IteratorSetting_java,5,189
org.apache.accumulo.monitor.servlets.trace.Basic_java,5,189
org.apache.accumulo.core.client.admin.TableOperations_java,4,201
org.apache.accumulo.tserver.replication.BatchWriterReplicationReplayer_java,4,201
org.apache.accumulo.core.client.impl.AccumuloServerException_java,4,201
org.apache.accumulo.core.client.admin.InstanceOperations_java,4,201
org.apache.accumulo.master.replication.WorkMaker_java,4,201
org.apache.accumulo.core.cli.ClientOpts_java,4,201
org.apache.accumulo.core.conf.ConfigurationDocGen_java,4,201
org.apache.accumulo.master.replication.ReplicationDriver_java,4,201
org.apache.accumulo.core.file.blockfile.cache.CachedBlock_java,4,201
org.apache.accumulo.core.client.impl.ConnectorImpl_java,4,201
org.apache.accumulo.server.log.WalStateManager_java,4,201
org.apache.accumulo.server.fs.VolumeManager_java,4,201
org.apache.accumulo.shell.mock.MockShell_java,4,201
org.apache.accumulo.core.client.admin.ActiveCompaction_java,4,201
org.apache.accumulo.core.file.rfile.bcfile.PrintInfo_java,3,215
org.apache.accumulo.server.master.state.SuspendingTServer_java,3,215
org.apache.accumulo.core.security.crypto.CryptoModule_java,3,215
org.apache.accumulo.core.security.crypto.DefaultCryptoModule_java,3,215
org.apache.accumulo.server.util.RestoreZookeeper_java,3,215
org.apache.accumulo.core.client.impl.AuthenticationTokenIdentifier_java,3,215
org.apache.accumulo.shell.commands.FateCommand_java,3,215
org.apache.accumulo.harness.AccumuloClusterHarness_java,3,215
org.apache.accumulo.tserver.tablet.DatafileManager_java,3,215
org.apache.accumulo.server.security.delegation.AuthenticationKey_java,3,215
org.apache.accumulo.tserver.metrics.TabletServerMBean_java,2,225
org.apache.accumulo.core.file.blockfile.cache.BlockCache_java,2,225
org.apache.accumulo.iteratortest.testcases.YieldingTestCase_java,2,225
org.apache.accumulo.core.file.blockfile.cache.CachedBlockQueue_java,2,225
org.apache.accumulo.monitor.servlets.ShellServlet_java,2,225
org.apache.accumulo.server.util.LoginProperties_java,2,225
org.apache.accumulo.master.MasterTime_java,2,225
org.apache.accumulo.server.master.state.MetaDataTableScanner_java,2,225
org.apache.accumulo.tserver.log.SortedLogRecovery_java,2,225
org.apache.accumulo.core.client.impl.TabletServerBatchDeleter_java,2,225
org.apache.accumulo.core.client.mock.MockTable_java,2,225
org.apache.accumulo.core.client.ScannerBase_java,2,225
org.apache.accumulo.fate.zookeeper.DistributedReadWriteLock_java,2,225
org.apache.accumulo.core.client.impl.InstanceOperationsImpl_java,2,225
org.apache.accumulo.core.util.format.Formatter_java,2,225
org.apache.accumulo.tserver.scan.NextBatchTask_java,2,225
org.apache.accumulo.core.security.crypto.CryptoModuleFactory_java,2,225
org.apache.accumulo.server.conf.ServerConfigurationFactory_java,2,225
org.apache.accumulo.core.client.mapreduce.AccumuloOutputFormat_java,2,225
org.apache.accumulo.monitor.servlets.OperationServlet_java,2,225
org.apache.accumulo.core.client.impl.OfflineIterator_java,2,225
org.apache.accumulo.core.client.mapred.AccumuloOutputFormat_java,2,225
org.apache.accumulo.core.util.Jar_java,2,225
org.apache.accumulo.core.file.blockfile.cache.HeapSize_java,2,225
org.apache.accumulo.tserver.tablet.TabletMemory_java,2,225
org.apache.accumulo.core.file.blockfile.cache.LruBlockCache_java,2,225
org.apache.accumulo.master.replication.FinishedWorkUpdater_java,2,225
org.apache.accumulo.server.monitor.LogService_java,2,225
org.apache.accumulo.core.file.blockfile.cache.ClassSize_java,2,225
org.apache.accumulo.monitor.servlets.BasicServlet_java,2,225
org.apache.accumulo.core.security.crypto.CachingHDFSSecretKeyEncryptionStrategy_java,2,225
org.apache.accumulo.core.client.mapreduce.InputFormatBase_java,1,256
org.apache.accumulo.tserver.MemValue_java,1,256
org.apache.accumulo.core.client.mapreduce.InputTableConfig_java,1,256
org.apache.accumulo.core.client.mapreduce.lib.impl.InputConfigurator_java,1,256
org.apache.accumulo.core.client.mapred.InputFormatBase_java,1,256
org.apache.accumulo.core.client.mapreduce.lib.util.InputConfigurator_java,1,256
